date,prodId,category,daily_sales_qty,currentQuantity,unitCost,incomingStock,lead_time_days,safety_stock
2026-02-23,ITM-003,Furniture,8,101,150,9,6,40
2026-02-23,ITM-002,Electronics,3,106,800,49,4,40
2026-02-23,ITM-005,Accessories,4,12,90,6,7,40
2026-02-23,ITM-010,Electronics,5,129,200,3,5,40
2026-02-23,ITM-001,Electronics,4,106,400,31,6,40
2026-02-23,ITM-009,Furniture,2,97,450,8,5,40
2026-02-23,ITM-007,Accessories,6,97,25,1,7,40
2026-02-23,ITM-006,Accessories,1,41,40,33,6,40
2026-02-24,ITM-008,Electronics,4,53,300,23,6,40
2026-02-24,ITM-004,Furniture,7,132,45,16,7,40
2026-02-24,ITM-003,Furniture,3,48,150,9,7,40
2026-02-24,ITM-002,Electronics,11,48,800,49,3,40
2026-02-24,ITM-005,Accessories,9,134,90,6,7,40
2026-02-24,ITM-010,Electronics,5,138,200,3,3,40
2026-02-24,ITM-001,Electronics,7,71,400,31,6,40
2026-02-24,ITM-007,Accessories,1,147,25,1,7,40
2026-02-24,ITM-006,Accessories,6,72,40,33,5,40
2026-02-25,ITM-008,Electronics,5,38,300,23,6,40
2026-02-25,ITM-004,Furniture,5,33,45,16,3,40
2026-02-25,ITM-003,Furniture,3,53,150,9,3,40
2026-02-25,ITM-002,Electronics,2,86,800,49,6,40
2026-02-25,ITM-005,Accessories,2,73,90,6,4,40
2026-02-25,ITM-010,Electronics,9,22,200,3,6,40
2026-02-25,ITM-001,Electronics,3,47,400,31,7,40
2026-02-25,ITM-009,Furniture,16,147,450,8,5,40
2026-02-25,ITM-007,Accessories,14,29,25,1,6,40
2026-02-25,ITM-006,Accessories,1,64,40,33,7,40
2026-02-26,ITM-008,Electronics,4,38,300,23,7,40
2026-02-26,ITM-004,Furniture,5,76,45,16,4,40
2026-02-26,ITM-003,Furniture,8,140,150,9,3,40
2026-02-26,ITM-002,Electronics,9,70,800,49,3,40
2026-02-26,ITM-005,Accessories,1,58,90,6,3,40
2026-02-26,ITM-010,Electronics,4,18,200,3,3,40
2026-02-26,ITM-001,Electronics,7,67,400,31,6,40
2026-02-26,ITM-009,Furniture,10,19,450,8,3,40
2026-02-26,ITM-007,Accessories,4,32,25,1,6,40
2026-02-26,ITM-006,Accessories,14,101,40,33,3,40
2026-02-27,ITM-008,Electronics,6,117,300,23,5,40
2026-02-27,ITM-004,Furniture,4,15,45,16,6,40
2026-02-27,ITM-003,Furniture,1,143,150,9,5,40
2026-02-27,ITM-010,Electronics,13,59,200,3,4,40
2026-02-27,ITM-001,Electronics,17,32,400,31,4,40
2026-02-27,ITM-009,Furniture,13,88,450,8,4,40
2026-02-27,ITM-007,Accessories,11,13,25,1,5,40
2026-02-27,ITM-006,Accessories,10,65,40,33,4,40
2026-02-28,ITM-008,Electronics,17,20,300,23,7,40
2026-02-28,ITM-004,Furniture,6,126,45,16,5,40
2026-02-28,ITM-003,Furniture,13,86,150,9,3,40
2026-02-28,ITM-002,Electronics,8,84,800,49,6,40
2026-02-28,ITM-005,Accessories,14,35,90,6,6,40
2026-02-28,ITM-010,Electronics,5,72,200,3,7,40
2026-02-28,ITM-001,Electronics,3,139,400,31,4,40
2026-02-28,ITM-009,Furniture,12,53,450,8,6,40
2026-02-28,ITM-007,Accessories,8,41,25,1,7,40
2026-02-28,ITM-006,Accessories,15,34,40,33,3,40
2026-03-01,ITM-008,Electronics,9,76,300,23,3,40
2026-03-01,ITM-004,Furniture,4,111,45,16,7,40
2026-03-01,ITM-003,Furniture,7,130,150,9,4,40
2026-03-01,ITM-002,Electronics,5,44,800,49,4,40
2026-03-01,ITM-005,Accessories,18,71,90,6,6,40
2026-03-01,ITM-010,Electronics,5,34,200,3,3,40
2026-03-01,ITM-001,Electronics,3,21,400,31,4,40
2026-03-01,ITM-009,Furniture,6,15,450,8,7,40
2026-03-01,ITM-006,Accessories,5,87,40,33,4,40
2026-03-02,ITM-008,Electronics,2,107,300,23,4,40
2026-03-02,ITM-003,Furniture,8,48,150,9,4,40
2026-03-02,ITM-002,Electronics,11,82,800,49,5,40
2026-03-02,ITM-005,Accessories,6,126,90,6,3,40
2026-03-02,ITM-010,Electronics,5,20,200,3,7,40
2026-03-02,ITM-001,Electronics,10,127,400,31,5,40
2026-03-02,ITM-007,Accessories,2,111,25,1,5,40
2026-03-03,ITM-004,Furniture,3,104,45,16,3,40
2026-03-03,ITM-002,Electronics,1,129,800,49,5,40
2026-03-03,ITM-009,Furniture,1,26,450,8,4,40
2026-03-03,ITM-006,Accessories,4,23,40,33,6,40
2026-03-04,ITM-008,Electronics,5,137,300,23,5,40
2026-03-04,ITM-003,Furniture,5,104,150,9,3,40
2026-03-04,ITM-010,Electronics,4,53,200,3,4,40
2026-03-04,ITM-001,Electronics,10,56,400,31,6,40
2026-03-04,ITM-007,Accessories,1,36,25,1,6,40
2026-03-05,ITM-008,Electronics,8,68,300,23,3,40
2026-03-05,ITM-004,Furniture,8,69,45,16,6,40
2026-03-05,ITM-003,Furniture,12,40,150,9,3,40
2026-03-05,ITM-001,Electronics,8,26,400,31,4,40
2026-03-05,ITM-009,Furniture,2,112,450,8,5,40
2026-03-05,ITM-007,Accessories,9,109,25,1,6,40
2026-03-05,ITM-006,Accessories,3,141,40,33,4,40
2026-03-06,ITM-008,Electronics,2,103,300,23,6,40
2026-03-06,ITM-004,Furniture,10,86,45,16,5,40
2026-03-06,ITM-003,Furniture,6,116,150,9,5,40
2026-03-06,ITM-005,Accessories,4,116,90,6,7,40
2026-03-06,ITM-010,Electronics,3,121,200,3,5,40
2026-03-06,ITM-001,Electronics,6,74,400,31,6,40
2026-03-06,ITM-009,Furniture,3,41,450,8,7,40
2026-03-07,ITM-008,Electronics,10,80,300,23,3,40
2026-03-07,ITM-004,Furniture,2,71,45,16,6,40
2026-03-07,ITM-003,Furniture,4,17,150,9,4,40
2026-03-07,ITM-002,Electronics,6,145,800,49,5,40
2026-03-07,ITM-005,Accessories,1,20,90,6,7,40
2026-03-07,ITM-010,Electronics,12,96,200,3,6,40
2026-03-07,ITM-001,Electronics,13,49,400,31,3,40
2026-03-07,ITM-009,Furniture,3,117,450,8,6,40
2026-03-07,ITM-007,Accessories,8,106,25,1,7,40
2026-03-08,ITM-008,Electronics,13,35,300,23,5,40
2026-03-08,ITM-004,Furniture,3,96,45,16,3,40
2026-03-08,ITM-003,Furniture,4,119,150,9,6,40
2026-03-08,ITM-002,Electronics,2,12,800,49,5,40
2026-03-08,ITM-005,Accessories,9,21,90,6,4,40
2026-03-08,ITM-007,Accessories,4,11,25,1,6,40
2026-03-08,ITM-006,Accessories,5,84,40,33,6,40
2026-03-09,ITM-003,Furniture,5,39,150,9,5,40
2026-03-09,ITM-007,Accessories,10,104,25,1,3,40
2026-03-10,ITM-008,Electronics,15,107,300,23,5,40
2026-03-10,ITM-004,Furniture,23,90,45,16,7,40
2026-03-10,ITM-003,Furniture,1,110,150,9,7,40
2026-03-10,ITM-002,Electronics,3,59,800,49,3,40
2026-03-10,ITM-005,Accessories,4,102,90,6,5,40
2026-03-10,ITM-010,Electronics,10,78,200,3,3,40
2026-03-10,ITM-001,Electronics,7,127,400,31,4,40
2026-03-10,ITM-007,Accessories,5,111,25,1,3,40
2026-03-10,ITM-006,Accessories,4,101,40,33,6,40
2026-03-11,ITM-004,Furniture,1,64,45,16,5,40
2026-03-11,ITM-003,Furniture,3,122,150,9,4,40
2026-03-11,ITM-002,Electronics,8,92,800,49,4,40
2026-03-11,ITM-005,Accessories,5,50,90,6,7,40
2026-03-11,ITM-010,Electronics,1,75,200,3,4,40
2026-03-11,ITM-001,Electronics,9,67,400,31,6,40
2026-03-11,ITM-009,Furniture,2,99,450,8,7,40
2026-03-11,ITM-007,Accessories,2,84,25,1,3,40
2026-03-11,ITM-006,Accessories,9,26,40,33,3,40
2026-03-12,ITM-008,Electronics,4,90,300,23,4,40
2026-03-12,ITM-003,Furniture,5,47,150,9,4,40
2026-03-12,ITM-002,Electronics,1,80,800,49,3,40
2026-03-12,ITM-005,Accessories,2,79,90,6,4,40
2026-03-12,ITM-010,Electronics,4,33,200,3,7,40
2026-03-12,ITM-001,Electronics,3,97,400,31,3,40
2026-03-12,ITM-009,Furniture,3,14,450,8,6,40
2026-03-12,ITM-007,Accessories,1,83,25,1,7,40
2026-03-12,ITM-006,Accessories,8,81,40,33,4,40
2026-03-13,ITM-008,Electronics,24,138,300,23,7,40
2026-03-13,ITM-004,Furniture,11,68,45,16,7,40
2026-03-13,ITM-003,Furniture,23,80,150,9,6,40
2026-03-13,ITM-002,Electronics,4,43,800,49,3,40
2026-03-13,ITM-005,Accessories,10,53,90,6,3,40
2026-03-13,ITM-010,Electronics,10,79,200,3,7,40
2026-03-13,ITM-001,Electronics,12,107,400,31,7,40
2026-03-13,ITM-009,Furniture,4,18,450,8,6,40
2026-03-13,ITM-007,Accessories,2,113,25,1,5,40
2026-03-13,ITM-006,Accessories,5,127,40,33,6,40
2026-03-14,ITM-008,Electronics,17,124,300,23,4,40
2026-03-14,ITM-004,Furniture,8,31,45,16,3,40
2026-03-14,ITM-003,Furniture,1,109,150,9,3,40
2026-03-14,ITM-002,Electronics,9,37,800,49,4,40
2026-03-14,ITM-005,Accessories,10,23,90,6,6,40
2026-03-14,ITM-001,Electronics,11,83,400,31,6,40
2026-03-14,ITM-007,Accessories,12,128,25,1,6,40
2026-03-14,ITM-006,Accessories,1,34,40,33,6,40
2026-03-15,ITM-004,Furniture,10,83,45,16,3,40
2026-03-15,ITM-003,Furniture,7,129,150,9,7,40
2026-03-15,ITM-002,Electronics,2,12,800,49,7,40
2026-03-15,ITM-005,Accessories,7,61,90,6,3,40
2026-03-15,ITM-010,Electronics,11,138,200,3,6,40
2026-03-15,ITM-001,Electronics,12,38,400,31,7,40
2026-03-15,ITM-009,Furniture,3,55,450,8,4,40
2026-03-16,ITM-003,Furniture,3,117,150,9,4,40
2026-03-16,ITM-002,Electronics,2,54,800,49,6,40
2026-03-16,ITM-001,Electronics,13,121,400,31,6,40
2026-03-16,ITM-009,Furniture,11,71,450,8,3,40
2026-03-16,ITM-007,Accessories,2,28,25,1,7,40
2026-03-16,ITM-006,Accessories,4,84,40,33,3,40
2026-03-17,ITM-008,Electronics,7,121,300,23,4,40
2026-03-17,ITM-004,Furniture,3,125,45,16,3,40
2026-03-17,ITM-003,Furniture,14,112,150,9,7,40
2026-03-17,ITM-002,Electronics,11,39,800,49,4,40
2026-03-17,ITM-005,Accessories,6,137,90,6,6,40
2026-03-17,ITM-010,Electronics,4,86,200,3,4,40
2026-03-17,ITM-001,Electronics,7,143,400,31,3,40
2026-03-17,ITM-006,Accessories,5,112,40,33,5,40
2026-03-18,ITM-008,Electronics,23,65,300,23,4,40
2026-03-18,ITM-004,Furniture,13,130,45,16,3,40
2026-03-18,ITM-003,Furniture,4,54,150,9,3,40
2026-03-18,ITM-002,Electronics,7,60,800,49,7,40
2026-03-18,ITM-010,Electronics,9,80,200,3,7,40
2026-03-18,ITM-007,Accessories,2,28,25,1,5,40
2026-03-18,ITM-006,Accessories,5,66,40,33,5,40
2026-03-19,ITM-008,Electronics,1,95,300,23,3,40
2026-03-19,ITM-004,Furniture,3,18,45,16,7,40
2026-03-19,ITM-003,Furniture,4,16,150,9,6,40
2026-03-19,ITM-002,Electronics,11,134,800,49,7,40
2026-03-19,ITM-005,Accessories,10,79,90,6,6,40
2026-03-19,ITM-001,Electronics,1,147,400,31,3,40
2026-03-19,ITM-009,Furniture,5,86,450,8,3,40
2026-03-19,ITM-007,Accessories,10,119,25,1,6,40
2026-03-19,ITM-006,Accessories,11,96,40,33,6,40
2026-03-20,ITM-004,Furniture,2,60,45,16,6,40
2026-03-20,ITM-003,Furniture,5,73,150,9,3,40
2026-03-20,ITM-005,Accessories,9,20,90,6,6,40
2026-03-20,ITM-010,Electronics,13,45,200,3,4,40
2026-03-20,ITM-001,Electronics,23,22,400,31,7,40
2026-03-20,ITM-009,Furniture,6,13,450,8,7,40
2026-03-20,ITM-007,Accessories,5,53,25,1,4,40
2026-03-20,ITM-006,Accessories,6,117,40,33,3,40
2026-03-21,ITM-008,Electronics,3,90,300,23,7,40
2026-03-21,ITM-004,Furniture,5,77,45,16,3,40
2026-03-21,ITM-003,Furniture,2,88,150,9,3,40
2026-03-21,ITM-002,Electronics,8,137,800,49,3,40
2026-03-21,ITM-005,Accessories,5,48,90,6,3,40
2026-03-21,ITM-010,Electronics,6,146,200,3,6,40
2026-03-21,ITM-001,Electronics,1,49,400,31,7,40
2026-03-21,ITM-009,Furniture,11,77,450,8,4,40
2026-03-21,ITM-007,Accessories,14,12,25,1,7,40
2026-03-21,ITM-006,Accessories,14,136,40,33,3,40
2026-03-22,ITM-008,Electronics,9,27,300,23,6,40
2026-03-22,ITM-004,Furniture,7,112,45,16,4,40
2026-03-22,ITM-003,Furniture,3,16,150,9,6,40
2026-03-22,ITM-002,Electronics,7,90,800,49,3,40
2026-03-22,ITM-005,Accessories,5,126,90,6,6,40
2026-03-22,ITM-010,Electronics,2,138,200,3,3,40
2026-03-22,ITM-001,Electronics,4,26,400,31,5,40
2026-03-22,ITM-009,Furniture,13,41,450,8,6,40
2026-03-22,ITM-007,Accessories,1,90,25,1,7,40
2026-03-23,ITM-008,Electronics,2,117,300,23,7,40
2026-03-23,ITM-004,Furniture,6,39,45,16,6,40
2026-03-23,ITM-002,Electronics,5,122,800,49,7,40
2026-03-23,ITM-005,Accessories,5,99,90,6,5,40
2026-03-23,ITM-010,Electronics,4,23,200,3,5,40
2026-03-23,ITM-001,Electronics,8,33,400,31,7,40
2026-03-23,ITM-009,Furniture,20,33,450,8,6,40
2026-03-23,ITM-007,Accessories,7,81,25,1,7,40
2026-03-23,ITM-006,Accessories,4,54,40,33,4,40
2026-03-24,ITM-004,Furniture,7,62,45,16,5,40
2026-03-24,ITM-003,Furniture,2,43,150,9,4,40
2026-03-24,ITM-002,Electronics,2,31,800,49,7,40
2026-03-24,ITM-005,Accessories,7,49,90,6,3,40
2026-03-24,ITM-010,Electronics,1,18,200,3,4,40
2026-03-24,ITM-009,Furniture,19,130,450,8,6,40
2026-03-24,ITM-006,Accessories,5,35,40,33,4,40
2026-03-25,ITM-008,Electronics,1,63,300,23,4,40
2026-03-25,ITM-004,Furniture,1,132,45,16,4,40
2026-03-25,ITM-002,Electronics,7,48,800,49,6,40
2026-03-25,ITM-005,Accessories,2,84,90,6,6,40
2026-03-25,ITM-010,Electronics,3,128,200,3,3,40
2026-03-25,ITM-001,Electronics,2,144,400,31,6,40
2026-03-25,ITM-009,Furniture,13,37,450,8,7,40
2026-03-25,ITM-006,Accessories,3,23,40,33,6,40
2026-03-26,ITM-008,Electronics,1,123,300,23,7,40
2026-03-26,ITM-004,Furniture,10,130,45,16,4,40
2026-03-26,ITM-003,Furniture,16,32,150,9,6,40
2026-03-26,ITM-002,Electronics,8,134,800,49,6,40
2026-03-26,ITM-005,Accessories,13,139,90,6,7,40
2026-03-26,ITM-010,Electronics,9,82,200,3,4,40
2026-03-26,ITM-001,Electronics,6,119,400,31,3,40
2026-03-26,ITM-009,Furniture,11,62,450,8,6,40
2026-03-26,ITM-007,Accessories,5,38,25,1,3,40
2026-03-26,ITM-006,Accessories,3,25,40,33,7,40
2026-03-27,ITM-004,Furniture,3,30,45,16,7,40
2026-03-27,ITM-002,Electronics,3,145,800,49,5,40
2026-03-27,ITM-005,Accessories,9,146,90,6,7,40
2026-03-27,ITM-009,Furniture,2,102,450,8,4,40
2026-03-27,ITM-007,Accessories,1,132,25,1,5,40
2026-03-27,ITM-006,Accessories,5,50,40,33,5,40
2026-03-28,ITM-008,Electronics,7,123,300,23,4,40
2026-03-28,ITM-004,Furniture,4,132,45,16,3,40
2026-03-28,ITM-003,Furniture,7,99,150,9,6,40
2026-03-28,ITM-002,Electronics,10,40,800,49,4,40
2026-03-28,ITM-005,Accessories,17,37,90,6,4,40
2026-03-28,ITM-010,Electronics,5,21,200,3,3,40
2026-03-28,ITM-001,Electronics,1,71,400,31,4,40
2026-03-28,ITM-009,Furniture,7,12,450,8,6,40
2026-03-28,ITM-007,Accessories,14,118,25,1,3,40
2026-03-28,ITM-006,Accessories,8,105,40,33,6,40
2026-03-29,ITM-004,Furniture,4,49,45,16,6,40
2026-03-29,ITM-003,Furniture,2,36,150,9,4,40
2026-03-29,ITM-002,Electronics,4,145,800,49,4,40
2026-03-29,ITM-005,Accessories,6,15,90,6,3,40
2026-03-29,ITM-010,Electronics,8,71,200,3,5,40
2026-03-29,ITM-001,Electronics,2,140,400,31,3,40
2026-03-29,ITM-009,Furniture,8,141,450,8,5,40
2026-03-29,ITM-006,Accessories,4,60,40,33,7,40
2026-03-30,ITM-004,Furniture,14,127,45,16,4,40
2026-03-30,ITM-005,Accessories,5,123,90,6,4,40
2026-03-30,ITM-010,Electronics,6,90,200,3,4,40
2026-03-30,ITM-001,Electronics,1,94,400,31,7,40
2026-03-30,ITM-009,Furniture,8,85,450,8,4,40
2026-03-30,ITM-007,Accessories,7,72,25,1,5,40
2026-03-30,ITM-006,Accessories,5,68,40,33,5,40
2026-03-31,ITM-008,Electronics,5,42,300,23,6,40
2026-03-31,ITM-004,Furniture,3,95,45,16,5,40
2026-03-31,ITM-003,Furniture,13,92,150,9,6,40
2026-03-31,ITM-002,Electronics,5,14,800,49,3,40
2026-03-31,ITM-005,Accessories,5,65,90,6,3,40
2026-03-31,ITM-010,Electronics,11,97,200,3,4,40
2026-03-31,ITM-001,Electronics,6,16,400,31,4,40
2026-03-31,ITM-009,Furniture,8,138,450,8,7,40
2026-03-31,ITM-007,Accessories,5,62,25,1,3,40
2026-03-31,ITM-006,Accessories,7,99,40,33,6,40
2026-04-01,ITM-008,Electronics,5,40,300,23,4,40
2026-04-01,ITM-004,Furniture,5,67,45,16,5,40
2026-04-01,ITM-003,Furniture,3,58,150,9,7,40
2026-04-01,ITM-002,Electronics,4,145,800,49,3,40
2026-04-01,ITM-005,Accessories,8,105,90,6,3,40
2026-04-01,ITM-010,Electronics,6,82,200,3,4,40
2026-04-01,ITM-001,Electronics,5,138,400,31,4,40
2026-04-01,ITM-009,Furniture,14,42,450,8,7,40
2026-04-01,ITM-007,Accessories,1,129,25,1,4,40
2026-04-01,ITM-006,Accessories,6,68,40,33,6,40
2026-04-02,ITM-008,Electronics,2,120,300,23,3,40
2026-04-02,ITM-004,Furniture,12,39,45,16,5,40
2026-04-02,ITM-003,Furniture,7,125,150,9,4,40
2026-04-02,ITM-002,Electronics,8,122,800,49,6,40
2026-04-02,ITM-005,Accessories,7,122,90,6,3,40
2026-04-02,ITM-010,Electronics,12,63,200,3,4,40
2026-04-02,ITM-001,Electronics,1,93,400,31,7,40
2026-04-02,ITM-009,Furniture,3,53,450,8,7,40
2026-04-02,ITM-007,Accessories,17,104,25,1,3,40
2026-04-02,ITM-006,Accessories,12,55,40,33,5,40
2026-04-03,ITM-004,Furniture,6,44,45,16,4,40
2026-04-03,ITM-003,Furniture,2,60,150,9,4,40
2026-04-03,ITM-002,Electronics,5,144,800,49,6,40
2026-04-03,ITM-010,Electronics,13,14,200,3,6,40
2026-04-03,ITM-006,Accessories,9,135,40,33,6,40
2026-04-04,ITM-008,Electronics,4,85,300,23,4,40
2026-04-04,ITM-004,Furniture,4,65,45,16,4,40
2026-04-04,ITM-002,Electronics,2,143,800,49,5,40
2026-04-04,ITM-005,Accessories,1,76,90,6,3,40
2026-04-04,ITM-010,Electronics,2,52,200,3,6,40
2026-04-04,ITM-001,Electronics,5,86,400,31,5,40
2026-04-04,ITM-009,Furniture,5,56,450,8,5,40
2026-04-05,ITM-008,Electronics,5,99,300,23,3,40
2026-04-05,ITM-004,Furniture,8,144,45,16,4,40
2026-04-05,ITM-003,Furniture,8,90,150,9,6,40
2026-04-05,ITM-002,Electronics,8,116,800,49,3,40
2026-04-05,ITM-001,Electronics,3,65,400,31,3,40
2026-04-05,ITM-009,Furniture,5,10,450,8,5,40
2026-04-05,ITM-007,Accessories,1,115,25,1,4,40
2026-04-05,ITM-006,Accessories,9,116,40,33,6,40
2026-04-06,ITM-008,Electronics,3,10,300,23,5,40
2026-04-06,ITM-004,Furniture,12,66,45,16,3,40
2026-04-06,ITM-003,Furniture,9,112,150,9,7,40
2026-04-06,ITM-001,Electronics,3,109,400,31,7,40
2026-04-06,ITM-009,Furniture,1,80,450,8,5,40
2026-04-06,ITM-007,Accessories,5,16,25,1,3,40
2026-04-06,ITM-006,Accessories,5,32,40,33,5,40
2026-04-07,ITM-008,Electronics,5,108,300,23,6,40
2026-04-07,ITM-003,Furniture,1,88,150,9,5,40
2026-04-07,ITM-002,Electronics,5,138,800,49,7,40
2026-04-07,ITM-005,Accessories,14,49,90,6,5,40
2026-04-07,ITM-010,Electronics,20,89,200,3,5,40
2026-04-07,ITM-001,Electronics,3,112,400,31,6,40
2026-04-07,ITM-009,Furniture,8,68,450,8,7,40
2026-04-07,ITM-007,Accessories,2,104,25,1,6,40
2026-04-07,ITM-006,Accessories,27,73,40,33,5,40
2026-04-08,ITM-008,Electronics,4,12,300,23,4,40
2026-04-08,ITM-004,Furniture,8,128,45,16,6,40
2026-04-08,ITM-003,Furniture,1,69,150,9,3,40
2026-04-08,ITM-002,Electronics,7,122,800,49,6,40
2026-04-08,ITM-010,Electronics,4,121,200,3,5,40
2026-04-08,ITM-001,Electronics,3,66,400,31,4,40
2026-04-08,ITM-009,Furniture,4,132,450,8,3,40
2026-04-08,ITM-007,Accessories,9,133,25,1,7,40
2026-04-08,ITM-006,Accessories,22,103,40,33,3,40
2026-04-09,ITM-008,Electronics,14,87,300,23,7,40
2026-04-09,ITM-004,Furniture,4,100,45,16,7,40
2026-04-09,ITM-003,Furniture,5,108,150,9,7,40
2026-04-09,ITM-002,Electronics,4,76,800,49,6,40
2026-04-09,ITM-005,Accessories,14,57,90,6,7,40
2026-04-09,ITM-010,Electronics,10,50,200,3,4,40
2026-04-09,ITM-001,Electronics,13,132,400,31,6,40
2026-04-09,ITM-009,Furniture,3,134,450,8,4,40
2026-04-09,ITM-007,Accessories,13,128,25,1,7,40
2026-04-09,ITM-006,Accessories,5,100,40,33,7,40
2026-04-10,ITM-004,Furniture,11,59,45,16,6,40
2026-04-10,ITM-003,Furniture,1,137,150,9,6,40
2026-04-10,ITM-002,Electronics,4,13,800,49,7,40
2026-04-10,ITM-005,Accessories,4,54,90,6,7,40
2026-04-10,ITM-010,Electronics,9,23,200,3,4,40
2026-04-10,ITM-001,Electronics,9,12,400,31,6,40
2026-04-10,ITM-009,Furniture,10,69,450,8,3,40
2026-04-10,ITM-007,Accessories,6,127,25,1,6,40
2026-04-10,ITM-006,Accessories,3,72,40,33,3,40
2026-04-11,ITM-008,Electronics,10,87,300,23,5,40
2026-04-11,ITM-003,Furniture,7,111,150,9,3,40
2026-04-11,ITM-002,Electronics,5,71,800,49,7,40
2026-04-11,ITM-005,Accessories,4,26,90,6,5,40
2026-04-11,ITM-010,Electronics,17,65,200,3,6,40
2026-04-11,ITM-001,Electronics,15,47,400,31,5,40
2026-04-11,ITM-007,Accessories,13,47,25,1,3,40
2026-04-11,ITM-006,Accessories,1,82,40,33,6,40
2026-04-12,ITM-003,Furniture,2,111,150,9,7,40
2026-04-12,ITM-010,Electronics,5,33,200,3,6,40
2026-04-12,ITM-001,Electronics,3,29,400,31,5,40
2026-04-12,ITM-009,Furniture,1,36,450,8,4,40
2026-04-12,ITM-007,Accessories,6,86,25,1,7,40
2026-04-13,ITM-008,Electronics,4,135,300,23,3,40
2026-04-13,ITM-004,Furniture,4,84,45,16,3,40
2026-04-13,ITM-003,Furniture,2,38,150,9,3,40
2026-04-13,ITM-002,Electronics,6,85,800,49,7,40
2026-04-13,ITM-010,Electronics,10,117,200,3,4,40
2026-04-13,ITM-001,Electronics,8,125,400,31,3,40
2026-04-13,ITM-007,Accessories,2,32,25,1,4,40
2026-04-13,ITM-006,Accessories,11,48,40,33,6,40
2026-04-14,ITM-008,Electronics,7,92,300,23,5,40
2026-04-14,ITM-004,Furniture,4,16,45,16,4,40
2026-04-14,ITM-003,Furniture,6,93,150,9,5,40
2026-04-14,ITM-002,Electronics,1,26,800,49,7,40
2026-04-14,ITM-005,Accessories,8,81,90,6,6,40
2026-04-14,ITM-010,Electronics,17,79,200,3,4,40
2026-04-14,ITM-001,Electronics,2,114,400,31,5,40
2026-04-14,ITM-007,Accessories,3,135,25,1,6,40
2026-04-15,ITM-008,Electronics,2,74,300,23,4,40
2026-04-15,ITM-004,Furniture,4,114,45,16,6,40
2026-04-15,ITM-003,Furniture,2,54,150,9,6,40
2026-04-15,ITM-002,Electronics,1,148,800,49,5,40
2026-04-15,ITM-005,Accessories,5,24,90,6,3,40
2026-04-15,ITM-010,Electronics,6,72,200,3,3,40
2026-04-15,ITM-001,Electronics,8,84,400,31,7,40
2026-04-15,ITM-009,Furniture,5,55,450,8,3,40
2026-04-15,ITM-007,Accessories,8,64,25,1,5,40
2026-04-15,ITM-006,Accessories,4,27,40,33,5,40
2026-04-16,ITM-004,Furniture,5,16,45,16,7,40
2026-04-16,ITM-002,Electronics,4,109,800,49,5,40
2026-04-16,ITM-005,Accessories,2,142,90,6,5,40
2026-04-16,ITM-010,Electronics,5,41,200,3,4,40
2026-04-16,ITM-009,Furniture,5,67,450,8,7,40
2026-04-16,ITM-007,Accessories,1,140,25,1,3,40
2026-04-17,ITM-008,Electronics,5,116,300,23,3,40
2026-04-17,ITM-004,Furniture,8,88,45,16,7,40
2026-04-17,ITM-003,Furniture,12,83,150,9,6,40
2026-04-17,ITM-005,Accessories,6,23,90,6,4,40
2026-04-17,ITM-001,Electronics,1,136,400,31,6,40
2026-04-17,ITM-009,Furniture,4,105,450,8,4,40
2026-04-17,ITM-007,Accessories,5,57,25,1,5,40
2026-04-18,ITM-004,Furniture,21,48,45,16,4,40
2026-04-18,ITM-005,Accessories,10,57,90,6,7,40
2026-04-18,ITM-010,Electronics,5,118,200,3,3,40
2026-04-18,ITM-001,Electronics,1,42,400,31,5,40
2026-04-18,ITM-009,Furniture,5,69,450,8,7,40
2026-04-18,ITM-007,Accessories,8,117,25,1,6,40
2026-04-18,ITM-006,Accessories,1,97,40,33,6,40
2026-04-19,ITM-004,Furniture,2,125,45,16,5,40
2026-04-19,ITM-003,Furniture,5,134,150,9,4,40
2026-04-19,ITM-002,Electronics,3,33,800,49,3,40
2026-04-19,ITM-005,Accessories,5,96,90,6,7,40
2026-04-19,ITM-010,Electronics,3,93,200,3,7,40
2026-04-19,ITM-009,Furniture,4,138,450,8,3,40
2026-04-19,ITM-007,Accessories,3,121,25,1,4,40
2026-04-20,ITM-008,Electronics,1,120,300,23,4,40
2026-04-20,ITM-004,Furniture,7,82,45,16,6,40
2026-04-20,ITM-003,Furniture,1,73,150,9,3,40
2026-04-20,ITM-010,Electronics,3,89,200,3,6,40
2026-04-20,ITM-001,Electronics,8,147,400,31,3,40
2026-04-20,ITM-007,Accessories,7,118,25,1,5,40
2026-04-20,ITM-006,Accessories,9,26,40,33,7,40
2026-04-21,ITM-008,Electronics,5,82,300,23,3,40
2026-04-21,ITM-004,Furniture,14,116,45,16,3,40
2026-04-21,ITM-003,Furniture,2,62,150,9,7,40
2026-04-21,ITM-010,Electronics,6,89,200,3,3,40
2026-04-21,ITM-001,Electronics,3,64,400,31,4,40
2026-04-21,ITM-009,Furniture,1,31,450,8,4,40
2026-04-21,ITM-007,Accessories,1,89,25,1,6,40
2026-04-22,ITM-004,Furniture,5,128,45,16,4,40
2026-04-22,ITM-001,Electronics,9,38,400,31,3,40
2026-04-22,ITM-009,Furniture,5,11,450,8,6,40
2026-04-22,ITM-006,Accessories,2,107,40,33,4,40
2026-04-23,ITM-008,Electronics,11,33,300,23,7,40
